LLM,LLM_Full,cat,cat_full,cat_desc,choice,prop
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,None,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,None,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,None,0.0
command-a,Cohere Command A,13,13,,None,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,None,0.0
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,None,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,None,0.0
glm-4-5,GLM-4.5,14,14,,None,0.0
grok-4-0709,Grok 4,9,9,,None,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,None,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,None,0.0
mistral-medium-2508,Mistral Medium 3.1,5,5,,None,0.0
o3-pro-medium,o3-pro (medium reasoning),1,1,,None,0.0
llama4-maverick,Llama 4 Maverick,3,3,,None,0.0
kimi-k2,Kimi K2,16,16,,None,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Reprise,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Reprise,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Reprise,0.0
command-a,Cohere Command A,13,13,,Reprise,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Reprise,0.0
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Reprise,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Reprise,0.0
glm-4-5,GLM-4.5,14,14,,Reprise,0.0
grok-4-0709,Grok 4,9,9,,Reprise,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Reprise,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Reprise,0.0
mistral-medium-2508,Mistral Medium 3.1,5,5,,Reprise,0.0
o3-pro-medium,o3-pro (medium reasoning),1,1,,Reprise,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Reprise,0.002506265664160401
kimi-k2,Kimi K2,16,16,,Reprise,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Threaded,0.49748743718592964
gpt-oss-120b,GPT-OSS-120B,1,1,,Threaded,0.5580808080808081
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Threaded,0.41604010025062654
command-a,Cohere Command A,13,13,,Threaded,0.5864661654135338
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Threaded,0.3793969849246231
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Threaded,0.3786764705882353
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Threaded,0.36683417085427134
glm-4-5,GLM-4.5,14,14,,Threaded,0.6381909547738693
grok-4-0709,Grok 4,9,9,,Threaded,0.6407035175879398
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Threaded,0.3492462311557789
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Threaded,0.3165829145728643
mistral-medium-2508,Mistral Medium 3.1,5,5,,Threaded,0.24874371859296482
o3-pro-medium,o3-pro (medium reasoning),1,1,,Threaded,0.23115577889447236
llama4-maverick,Llama 4 Maverick,3,3,,Threaded,0.8847117794486216
kimi-k2,Kimi K2,16,16,,Threaded,0.0925
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Transforming,0.5025125628140703
gpt-oss-120b,GPT-OSS-120B,1,1,,Transforming,0.44191919191919193
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Transforming,0.5839598997493735
command-a,Cohere Command A,13,13,,Transforming,0.41353383458646614
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Transforming,0.6206030150753769
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Transforming,0.6213235294117647
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Transforming,0.6331658291457286
glm-4-5,GLM-4.5,14,14,,Transforming,0.36180904522613067
grok-4-0709,Grok 4,9,9,,Transforming,0.3592964824120603
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Transforming,0.6507537688442211
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Transforming,0.6834170854271356
mistral-medium-2508,Mistral Medium 3.1,5,5,,Transforming,0.7512562814070352
o3-pro-medium,o3-pro (medium reasoning),1,1,,Transforming,0.7688442211055276
llama4-maverick,Llama 4 Maverick,3,3,,Transforming,0.11278195488721804
kimi-k2,Kimi K2,16,16,,Transforming,0.9075
